"Bid Solicitation #","Organization Name","Contract #","Buyer","Description","Bid Opening Date","Bid Holder List","Awarded Vendor(s)","Status","Alternate Id"
"04SOS-S3203","Secretary of State's Office","","Charity Clarke","Solicitation Waiver, VREMS Project","03/13/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SW250205"
"74BAI-S3202","Department of Business and Industry","","Charity Clarke","Solicitation Waiver, system hosting, support & maintenance","03/13/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SW250204"
"43ADG-S3201","Adjutant General","","Charity Clarke","Solicitation Waiver, Cloud - Based Grants Application and Management system","03/13/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SW250203"
"40DHHS-S3200","Department of Human Services","","Charity Clarke","Solicitation Waiver, IIS enhancement","03/13/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","G250201"
"70CNR-S3198","Department of Conservation and Natural Resources","","Nancy Feser","Nevada PFAS Action Plan Update","05/07/2025 14:00:00","","Award in Process","Opened",""
"65DPS-S3197","Department of Public Safety","","Kasen Cornmesser","Crash Investigation Training","03/13/2025 12:00:00","","Vericom LLC","Bid to PO",""
"90DETR-S3193","Department of Employment, Training and Rehabilitation","","Lauren Ford","Security, Fire and Locksmith Services and Maintenance","03/21/2025 17:00:00","","Alarmco Inc.","Bid to PO",""
"65DPS-S3188","Department of Public Safety","","Annette Morfin","FLARES","02/28/2025 13:00:00","","RoadSafe Traffic Systems, Inc","Bid to PO","65DPS-R101060"
"55AGR-S3187","Department of Agriculture","","Teri Becker","Measurement Equipment","03/11/2025 10:00:00","/bso/external/bidAckList.sdo","Award in Process","Opened","55AGR-R101694"
"40DHHS-S3186","Department of Human Services","","Annette Morfin","Nevada Child Care System Replacement","09/03/2025 13:00:00","","","Sent",""
"70CNR-S3184","Department of Conservation and Natural Resources","","Emily Larsen","On Call Plumbing - Lake Tahoe Region","03/19/2025 10:00:00","","N/A","Closed",""
"40DHHS-S3183","Department of Human Services","","Thomas Helms","Certified Community Behavioral Healthcare Centers Data Project","05/21/2025 14:00:00","","Public Health Supportive Services LLC","Bid to PO","40DHHS-NV22-10042"
"44DOC-S3182","Department of Corrections","","Michele Killian","NNCC Security Fencing Materials","04/25/2025 17:00:00","","Florence Fence Inc.","Bid to PO",""
"80DOT-S3181","Department of Transportation","","Heather Moon","Service Truck with Crane","03/20/2025 12:00:00","","Idealease of Reno Sparks/SSI","Bid to PO","NDEQ025467 and NDEQ025468"
"40DHHS-S3177","Department of Human Services","40DHHS-NV25-25015","Annette Morfin","Regional Center Painting Services & Maintenance","03/18/2025 01:00:00","","Washoe Painting Company, LLC","Bid to PO",""
"44DOC-S3176","Department of Corrections","","Michele Killian","NNCC Nurse Call Equipment","03/10/2025 08:00:00","","Award in Process","Approved",""
"90DETR-S3175","Department of Employment, Training and Rehabilitation","","Teri Becker","Client Payment Card Program","05/05/2025 14:00:00","","Award in Process","Opened",""
"08DOA-S3171","Department of Administration","08DOA-NV25-25411","Joel Smedes","	Employee Assistance Program","03/20/2025 14:00:00","","Keystone Peer Review Organization, LLC.","Bid to PO",""
"69CRC-S3170","Colorado River Commission","","Gina Goodman","CRCGV-08 230kV Circuit Breakers","03/14/2025 14:00:00","","Award in Process","Opened",""
"BRDCOM-S3169","Independent Boards and Commissions","","Joel Wixon","Opioid Treatment Program Central Repository","06/17/2025 14:00:00","","Lighthouse Software Systems, LLC","Bid to PO",""
"43ADG-S3168","Adjutant General","","Theresa Sianez","New Power Installation","02/28/2025 23:59:59","","Award in Process","Opened",""
"99SWC-S3165","Statewide Contracts","","Annette Morfin","NASPO - Unarmed  Security Guard Services","03/24/2025 14:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","EVT0009938"
"40DHHS-S3164","Department of Human Services","40DHHS-NV25-25006","Annette Morfin","NYTC Quarterly Dairy Solicitation","03/12/2025 17:00:00","","Bair Distributing","Bid to PO",""
"40DHHS-S3163","Department of Human Services","40DHHS-NV25-25005 40DHHS-NV25-25004","Annette Morfin","NYTC Quarterly Meat Solicitation","03/18/2025 12:00:00","","Independent Meat , Sysco USA 1, Inc. (Intermountain)","Bid to PO",""
"74BAI-S3162","Department of Business and Industry","","Joel Wixon","Alternative Dispute Resolution Mediator Panel","04/16/2025 14:00:00","","Award in Process","Opened",""
"80DOT-S3161","Department of Transportation","","Heather Moon","4WD 25,500 GVW  Truck and Chassis","03/06/2025 12:00:00","","Idealease of Reno Sparks/SSI","Bid to PO","NDEQ025424"
"24VS-S3160","Department of Veterans Services","","Brianna Anderson","Solicitation Waiver, Medical Care","02/17/2025 17:00:00","","","Sent","SW250202"
"70CNR-S3159","Department of Conservation and Natural Resources","","Brianna Anderson","Solicitation Waiver, Floodplain Resources","02/17/2025 17:00:00","","","Sent","SW250201"
"74BAI-S3158","Department of Business and Industry","","Brianna Anderson","Solicitation Waiver, Mediator ","02/17/2025 17:00:00","","","Sent","SW250104"
"40DHHS-S3157","Department of Human Services","","Brianna Anderson","Solicitation Waiver, Air duct and vent cleaning","02/17/2025 17:00:00","","","Sent","SW250103"
"80DOT-S3156","Department of Transportation","","Heather Moon","Self-Propelled Road Brooms","03/05/2025 12:00:00","","Pape' Machinery, Inc. ","Bid to PO","NDEQ025417"
"99SWC-S3154","Statewide Contracts","","Joel Wixon","Auction Services","09/10/2025 14:00:00","","","Sent",""
"24VS-S3153","Department of Veterans Services","24VS-NV25-25270","Thomas Helms","So. Nevada State Veterans Home  - Secondary Water Treatment","03/21/2025 14:00:00","","GARRATT-CALLAHAN CO","Bid to PO","Secondary Water Treatment"
"40DHHS-S3152","Department of Human Services","","Sharon Knigge","Floor Resurfacing","02/27/2025 14:00:00","","Award in Process","Approved","Denise Frohlich"
"72DOW-S3150","Department of Wildlife","","Nancy Camarena","Policy and Procedure Document Tracking System","03/07/2025 14:00:00","","Award in Process","Opened",""
"72DOW-S3149","Department of Wildlife","","Nancy Feser","Live Fish - Northern Nevada","03/04/2025 14:00:00","","Colorado Catch LLC.","Bid to PO",""
"99SWC-S3146","Statewide Contracts","","Teri Becker","MMCAP Infuse Incontinence Products","03/14/2025 12:00:00","","Award in Process","Opened","MMCAP Infuse 35297"
"24VS-S3145","Department of Veterans Services","24VS-NV25-25269","Thomas Helms","Southern Nevada State Veterans Home Water Treatment","03/19/2025 14:00:00","","Broadbent & Associates, Inc.","Bid to PO","Water Treatment"
"14NAA-S3144","Department of Native American Affairs","","Brianna Anderson","Solicitation Waiver, record review","02/07/2025 17:00:00","","","Sent","SW250102"
"80DOT-S3143","Department of Transportation","","Brianna Anderson","Solicitation Waiver, Video Enhancements","02/07/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SW250101"
"01GO-S3141","Governor's Office","01GO-NV25-24970","Lisa Fredley","Risk Assessment for State Energy  Security Plan","02/21/2025 14:00:00","","The Olson Group","Bid to PO",""
"65DPS-S3140","Department of Public Safety","65DPS-NV25-24770","Kasen Cornmesser","Portable Restroom Service","02/05/2025 12:00:00","","Terry's Pumpin and Potties, Inc","Bid to PO",""
"44DOC-S3139","Department of Corrections","44DOC-NV25-25016","Annette Morfin","LCC Key Machine","02/17/2025 13:00:00","","Real Time Networks, Inc.","Bid to PO",""
"99SWC-S3138","Statewide Contracts","99SWC-NV25-25623","Heather Moon","Fleet, Alternative Fuel and Police Vehicles","07/08/2025 06:35:59","","Award in Process","Opened",""
"65DPS-S3137","Department of Public Safety","","Kasen Cornmesser","Portable Restroom Service","02/05/2025 12:00:00","","United Site Services of Nevada Inc","Bid to PO",""
"40DHHS-S3136","Department of Human Services","","Jennifer Thomas","Nevada Trauma Registry  Application","03/25/2025 14:00:00","","Award in Process","Opened",""
"99SWC-S3134","Statewide Contracts","","Teri Becker","MMCAP Infuse Pharmacy Automation Solutions and Supplies","02/28/2025 12:00:00","","Award in Process","Opened","MMCAP Infuse 35274"
"65DPS-S3133","Department of Public Safety","65DPS-NV25-25309","Heather Moon","Washoe County 24/7 Phlebotomist","02/26/2025 14:00:00","","Technical Medical LLC","Bid to PO",""
"55AGR-S3132","Department of Agriculture","","Heather Moon","Trailer with Lift Gate","02/18/2025 12:00:00","","Utility Trailer Sales of Utah, Inc.","Bid to PO","RX 550-AGR-29"
"99SWC-S3131","Statewide Contracts","","Teri Becker","MMCAP Infuse Generic/OTC Products","03/05/2025 12:00:00","","Award in Process","Opened","MMCAP Infuse 35260"
"43ADG-S3130","Adjutant General","","Theresa Sianez","New Power Installation","02/12/2025 00:00:00","","Award in Process","Opened",""
"99SWC-S3129","Statewide Contracts","","Heather Moon","Public Safety Software","03/04/2025 16:30:00","","Award in Process","Opened",""
"99SWC-S3128","Statewide Contracts","99SWC-NV25-25408 99SWC-NV25-25409 99SWC-NV25-25407","Annette Morfin","Temporary Employment Services","03/13/2025 13:00:00","","22nd Century Technologies, Inc. , Manpower Temporary Services-Northern Nevada, Marathon Staffing Group, Inc.","Bid to PO",""
"30DOE-S3127","Department of Education","30DOE-NV25-25041","Joel Wixon","IDEA ADR Oversight","02/13/2025 14:00:00","","Special Education Law Associates, LLC","Bid to PO",""
"80DOT-S3125","Department of Transportation","","Brianna Anderson","Solicitation Waiver, Software Installation","01/17/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SW241203"
"80DOT-S3124","Department of Transportation","","Brianna Anderson","Solicitation Waiver, Calibrations and Maintenance ","01/17/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed",""
"24VS-S3123","Department of Veterans Services","","Brianna Anderson","Solicitation Waiver, Medical Care","01/17/2025 17:00:00","","Bid Solicitation Closed - Awarded Outside System","Closed","SW241201"
"40DHHS-S3121","Department of Human Services","40DHHS-NV25-26075","Annette Morfin","Genetic Testing","02/05/2025 13:00:00","","Laboratory Corporation of America Holdings","Bid to PO","40DHHS-S398"
"80DOT-S3120","Department of Transportation","80DOT-NV25-25185 80DOT-NV25-25184","Chuy Ampudia","Liquefied Asphalt Emulsions - OTC -2025","02/28/2025 15:00:00","/bso/external/bidAckList.sdo","Ergon Asphalt and Emulsions, Inc., Idaho Asphalt Supply, Inc.","Bid to PO",""
"70CNR-S3119","Department of Conservation and Natural Resources","70CNR-NV25-24877","Nancy Feser","State Response Program Support Services Contract","02/13/2025 14:00:00","","Broadbent & Associates, Inc.","Bid to PO",""
"40DHHS-S3118","Department of Human Services","","Jennifer Thomas","Smart Products","01/31/2025 12:00:00","/bso/external/bidAckList.sdo","Blackhill International llc","Bid to PO","321825-25"
"65DPS-S3117","Department of Public Safety","","Heather Moon","Rechargeable Sequential Road Flare Set","01/16/2025 12:00:00","","Pi Variables, Inc.","Bid to PO","RX 651-HP-2412"
"80DOT-S3116","Department of Transportation","80DOT-NV25-24741 80DOT-NV25-24739 80DOT-NV25-24744 80DOT-NV25-24740 80DOT-NV25-24743 80DOT-NV25-24742 80DOT-NV25-24745","Chuy Ampudia","Aggregate/Screenings - 2025","02/14/2025 15:00:00","/bso/external/bidAckList.sdo","Cinderlite Trucking Corp., H.E. Hunewill Construction Co. Inc., Jim Wilkin Trucking, Reno Rock Transport LLC, Sierra Rental and Transport Co., Vega Construction & Trucking Co., Wulfenstein Construction Co., Inc","Bid to PO",""
"43ADG-S3114","Adjutant General","","Theresa Sianez","OTAG Carpet Replacement ","02/14/2025 00:00:00","","","Sent",""
"43ADG-S3113","Adjutant General","","Theresa Sianez","DEM Carpet Removal & Concrete Polish","02/14/2025 00:00:00","","","Sent",""
"40DHHS-S3112","Department of Human Services","","Annette Morfin","Workload Management Solution","03/25/2025 13:00:00","","Award in Process","Opened",""
"95PEBP-S3111","Public Employees' Benefits Program","","Teri Becker","Benefits Administration System","04/03/2025 14:00:00","","Award in Process","Opened",""
"69CRC-S3110","Colorado River Commission","","Gina Goodman","PROFESSIONAL AUDITING SERVICES","02/19/2025 14:00:00","","Award in Process","Opened",""
"70CNR-S3109","Department of Conservation and Natural Resources","70CNR-NV25-24818","Nancy Feser","Environmental Cleanup at Three Kids Mine Site","02/04/2025 14:00:00","","Universal Engineering Sciences","Bid to PO",""
"70CNR-S3108","Department of Conservation and Natural Resources","","Heather Moon","Heavy Duty Mulcher ","02/06/2025 12:00:00","/bso/external/bidAckList.sdo","Rasmussen Equipment Company","Bid to PO","706-95987"
"70CNR-S3107","Department of Conservation and Natural Resources","","Heather Moon","Heavy Duty Tracked Excavator","02/05/2025 12:00:00","/bso/external/bidAckList.sdo","Rasmussen Equipment Company","Bid to PO","706-R95971"
"70CNR-S3106","Department of Conservation and Natural Resources","","Heather Moon","Low Boy Transport Trailer","02/10/2025 00:00:00","/bso/external/bidAckList.sdo","COZAD TRAILER SALES, LLC","Bid to PO","706-R95991"
"90DETR-S3105","Department of Employment, Training and Rehabilitation","90DETR-NV25-25307","Teri Becker","Janitorial Services - North Las Vegas","02/28/2025 14:00:00","","Xcel Maintenance Services, INC.","Bid to PO",""
"90DETR-S3104","Department of Employment, Training and Rehabilitation","90DETR-NV25-24989","Teri Becker","Janitorial Services - Fallon","02/20/2025 14:00:00","","WOW CLEANING CORPORATION ","Bid to PO",""
"99SWC-S3102","Statewide Contracts","","Heather Moon","Transit Vehicles and Related Options, Equipment and Accessories (NASPO)","01/31/2025 13:00:00","","Award in Process","Opened",""
"81DMV-S3101","Department of Motor Vehicles","","Teri Becker","Optec 1000DMV Vision Screeners X 131ea","01/07/2025 14:00:00","/bso/external/bidAckList.sdo","Stereo Optical","Bid to PO","RX 810R94430"
"30DOE-S3100","Department of Education","30DOE-NV25-25685","Joel Wixon","Nevada Early Learning Standards and Technical Assistance","02/27/2025 14:00:00","","WestEd","Bid to PO",""
"30DOE-S3099","Department of Education","","Joel Wixon","Read by Grade 3 Uniform Examination in Reading","02/14/2025 14:00:00","","Curriculum Associates LLC","Bid to PO",""
"80DOT-S3098","Department of Transportation","","Teri Becker","Asphalt Furnace","12/31/2024 14:00:00","","Ad-Tek Inc","Bid to PO","NDHQ51725"
"30DOE-S3097","Department of Education","","Kaylene Hoyt","Statewide Data Management System (DMS) Implementation RFI ","01/17/2025 16:00:00","","Award in Process","Opened",""
"80DOT-S3096","Department of Transportation","","Annette Morfin","ASPHALT ANALYZER AND RELATED ITEMS","01/06/2025 13:00:00","","InfraTest USA Inc.","Bid to PO","RX 083 NDHQ51525"
"72DOW-S3093","Department of Wildlife","","Cameron Tull","Centralized Database","01/10/2025 14:00:00","","Award in Process","Opened",""
"65DPS-S3091","Department of Public Safety","65DPS-NV25-25148","Heather Moon","Dispatch Phone System","01/28/2025 14:00:00","","Convergeone, Inc.","Bid to PO",""
"70CNR-S3090","Department of Conservation and Natural Resources","","Nancy Feser","High Resolution Imagery Services","02/11/2025 14:00:00","","Pictometry International Corp. dba EagleView","Bid to PO",""
"55AGR-S3089","Department of Agriculture","","Teri Becker","DAY CAB TRACTOR","01/15/2025 12:00:00","","Velocity Truck Centers","Bid to PO","RX 550-AGR-28"
