"Contract #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"99SWC-NV24-19277","","Cloud Solutions (NASPO ValuePoint - Utah)","Zivaro, Inc.","","$102,000.00","Statewide Contracts","3PS - Sent","11/20/2023","09/15/2026"
"99SWC-NV24-19252","","Parks and Recreation Equipment and Installation","Landscape Structures Inc.","","$0.00","Statewide Contracts","3PS - Sent","10/16/2023","09/30/2025"
"99SWC-NV24-18776","","Voice and Data Transport Services","Citizens Telecommunications Company of Nevada DBA Frontier Communications NV","","$3,000,000.00","Statewide Contracts","3PS - Sent","09/12/2023","12/31/2025"
"99SWC-NV24-18710","","MOVING SERVICES","ACE WORLD WIDE WEST","","$546,551.78","Statewide Contracts","3PS - Sent","09/12/2023","07/01/2027"
"99SWC-NV24-18498","","Commercial Kitchen Solutions - Sourcewell","Cook's Correctional","","$3,446,559.74","Statewide Contracts","3PS - Sent","09/15/2023","10/03/2026"
"99SWC-NV24-18140","","Punchout Catalog","Medical Solutions, Inc.","","$77,126.33","Statewide Contracts","3PS - Sent","06/01/2023","05/01/2026"
"99SWC-NV24-17915","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","Johnson Controls Fire Protection LP","","$314,760.35","Statewide Contracts","3PS - Sent","08/16/2023","07/31/2028"
"99SWC-NV24-17722","","Cloud Solutions (NASPO ValuePoint - Utah)","CGI Technologies and Solutions, Inc","","$0.00","Statewide Contracts","3PS - Sent","08/16/2023","09/15/2026"
"99SWC-NV24-17648","","eProcurement Solutions and Services (NASPO)","Periscope Holdings, Inc.","","$2,479,372.20","Statewide Contracts","3PS - Sent","12/16/2022","12/31/2027"
"99SWC-NV24-17504","","Cloud Solutions (NASPO ValuePoint - Utah)","Carahsoft Technology Corporation","","$16,649,439.23","Statewide Contracts","3PS - Sent","11/01/2022","09/15/2026"
"99SWC-NV24-17503","","Procurement Acquisition Support Services PASS (NASPO ValuePoint - Hawaii)","Mathtech Inc","","$0.00","Statewide Contracts","3PS - Sent","08/21/2023","10/31/2025"
"99SWC-NV24-17191","","MMCAP Infuse Medical Surgical Supplies","Premier Medical Distribution LLC","","$0.00","Statewide Contracts","3PS - Sent","06/01/2023","12/31/2026"
"99SWC-NV24-17186","","MMCAP Infuse Medical Surgical Supplies","Medline Industries, LP","","$1,272.50","Statewide Contracts","3PS - Sent","03/03/2023","12/31/2026"
"99SWC-NV24-17185","","MMCAP Infuse Medical Surgical Supplies","Medical Solutions, Inc.","","$249,958.65","Statewide Contracts","3PS - Sent","06/01/2023","12/31/2026"
"99SWC-NV24-17184","","MMCAP Infuse Medical Surgical Supplies","Lochness Medical Supplies Inc.","","$34,000.00","Statewide Contracts","3PS - Sent","04/01/2023","12/31/2026"
"99SWC-NV24-17039","","Vehicle Lifts (NASPO)","Vehicle Service Group, LLC.","","$0.00","Statewide Contracts","3PS - Sent","05/03/2023","03/31/2028"
"99SWC-NV24-16932","","Public Safety Software","Motorola Solutions Inc","","$6,975.00","Statewide Contracts","3PS - Sent","07/23/2021","07/27/2026"
"99SWC-NV24-16877","","NASPO ValuePoint Computer Equipment, Peripherals and Related Services","Apple Inc","","$8,834.00","Statewide Contracts","3PS - Sent","01/31/2024","06/30/2026"
"99SWC-NV23-17906","","Consulting, Marketing and Education Services","DP Video Productions, LLC","","$223,150.52","Statewide Contracts","3PS - Sent","08/04/2023","07/31/2027"
"99SWC-NV23-17905","","Consulting, Marketing and Education Services ","Mercer Health & Benefits LLC","","$0.00","Statewide Contracts","3PS - Sent","08/04/2023","07/31/2027"
"99SWC-NV23-17904","","Consulting, Marketing and Education Services ","Guinn Center","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","06/30/2027"
"99SWC-NV23-17903","","Consulting, Marketing and Education Services ","Join Together Northern Nevada","","$100.00","Statewide Contracts","3PS - Sent","06/13/2023","06/30/2027"
"99SWC-NV23-17902","","Consulting, Marketing and Education Services ","The Abbi Agency","","$33,150.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2027"
"99SWC-NV23-17901","","Consulting, Marketing and Education Services ","Strategic Progress, LLC","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/30/2027"
"99SWC-NV23-17900","","Consulting, Marketing and Education Services ","UNR Controllers Office","","$252,122.08","Statewide Contracts","3PS - Sent","06/13/2023","06/30/2027"
"99SWC-NV23-17899","","Consulting, Marketing and Education Services ","QuantumMark, LLC","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2027"
"99SWC-NV23-17898","","Consulting, Marketing and Education Services ","Three Sticks Productions","","$60,000.00","Statewide Contracts","3PS - Sent","08/04/2023","07/31/2027"
"99SWC-NV23-17897","","Consulting, Marketing and Education Services ","Get Insured","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2027"
"99SWC-NV23-17896","","Consulting, Marketing and Education Services ","Nevada Public Health Foundation","","$1,566,717.93","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2027"
"99SWC-NV23-17895","","Consulting, Marketing and Education Services ","Maximus Us Services Inc. ","","$256,916.00","Statewide Contracts","3PS - Sent","05/07/2024","06/30/2027"
"99SWC-NV23-17894","","Consulting, Marketing and Education Services ","Sellers Dorsey","","$0.00","Statewide Contracts","3PS - Sent","02/22/2024","07/31/2027"
"99SWC-NV23-17893","","Consulting, Marketing and Education Services ","Altarum Institute","","$0.00","Statewide Contracts","3PS - Sent","06/13/2023","06/30/2027"
"99SWC-NV23-17892","","Consulting, Marketing and Education Services ","Estipona Group","","$3,300.00","Statewide Contracts","3PS - Sent","08/04/2023","07/30/2027"
"99SWC-NV23-17891","","Consulting, Marketing and Education Services ","Davidson Belluso","","$30,870.00","Statewide Contracts","3PS - Sent","08/04/2023","07/31/2027"
"99SWC-NV23-17889","","Consulting, Marketing and Education Services ","Public Health Supportive Services LLC","","$2,978,447.00","Statewide Contracts","3PS - Sent","06/13/2023","06/30/2027"
"99SWC-NV23-17888","","Consulting, Marketing and Education Services ","The Leading Edge Group Inc","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2027"
"99SWC-NV23-17887","","Consulting, Marketing and Education Services ","Comagine Health","","$0.00","Statewide Contracts","3PS - Sent","08/04/2023","07/31/2027"
"99SWC-NV23-17886","","Consulting, Marketing and Education Services ","KPS3, Inc.","","$633,438.00","Statewide Contracts","3PS - Sent","08/01/2023","07/30/2027"
"99SWC-NV23-17885","","Consulting, Marketing and Education Services ","Health Management Associates Inc","","$6,921,254.59","Statewide Contracts","3PS - Sent","08/01/2023","07/30/2027"
"99SWC-NV23-17884","","Consulting, Marketing and Education Services","Social Entrepreneurs, Inc.","","$1,336,671.23","Statewide Contracts","3PS - Sent","06/13/2023","06/30/2027"
"99SWC-NV23-16878","","Punchout Catalog","The Home Depot","","$35,185.37","Statewide Contracts","3PS - Sent","12/21/2023","12/31/2026"
"99SWC-NV23-16866","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","Everon LLC","","$361,336.81","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16864","","Healthcare Related Furniture (Utah)","HB Workplaces LLC","","$0.00","Statewide Contracts","3PS - Sent","07/06/2023","06/06/2028"
"99SWC-NV23-16841","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","Mobile Communications America, Inc.","","$0.00","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16824","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","Systems Engineering, Inc.","","$134,736.93","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16822","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement) ","Stone Security","","$24,588.44","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16821","","Security and Fire Protection Services (NASPO ValuePointe Cooperative Agreement)","Justice Systems Corporation","","$0.00","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16820","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","IntraWorks","","$71,115.48","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16818","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","Convergint Technologies","","$143,727.48","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16817","","Security and Fire Protection Services (NASPO ValuePoint Cooperative Agreement)","A3 Communications, Inc.","","$43,039.04","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16816","","Security and Fire Protection Services (NASPO VaulePoint Cooperative  Agreement) ","Harris Mountain West, LLC","","$0.00","Statewide Contracts","3PS - Sent","07/24/2023","07/31/2028"
"99SWC-NV23-16700","","Public Safety Training and Simulation Equipment and Training","Lexipol LLC","","$4,266.48","Statewide Contracts","3PS - Sent","03/28/2022","03/23/2026"
"99SWC-NV23-16662","","Conducted Energy Weapons","Axon Enterprise, Inc.","","$445,083.48","Statewide Contracts","3PS - Sent","02/03/2023","11/21/2026"
"99SWC-NV23-16453","","Punchout Catalog - DOC ONLY","McKesson Medical-Surgical Government Solutions LLC","","$580,566.69","Statewide Contracts","3PS - Sent","05/02/2023","12/31/2026"
"99SWC-NV23-16271","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Systems Engineering, Inc.","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16270","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Johnson Controls Fire Protection LP","","$0.00","Statewide Contracts","3PS - Sent","08/03/2023","07/31/2028"
"99SWC-NV23-16269","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","IntraWorks","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16268","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Mobile Communications America, Inc.","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16267","","Security and Fire Protection Services (NASPO ValuePointe Master Agreement)","Justice Systems Corporation","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16266","","Security and Fire Protection Services (NASPO ValuePoint  Master Agreement)","Advance Security Integration, LLC","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16265","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Integrated Security Technologies, Inc.","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16264","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Environmental Systems Corporation","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16263","","Security and Fire Protection Services (NASPO VaulePoint Master Agreement) ","Harris Mountain West, LLC","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16262","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Convergint Technologies","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","08/31/2028"
"99SWC-NV23-16261","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement) ","Electronic Contracting Company","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16260","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement) ","Stone Security","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16259","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","Everon LLC","","$214,207.16","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16258","","Security and Fire Protection Services (NASPO ValuePoint Master Agreement)","A3 Communications, Inc.","","$0.00","Statewide Contracts","3PS - Sent","08/01/2023","07/31/2028"
"99SWC-NV23-16118","","Cloud Solutions (NASPO ValuePoint - Utah)","HEWLETT PACKARD ENTERPRISE COMPANY","","$0.00","Statewide Contracts","3PS - Sent","05/11/2023","09/15/2026"
"99SWC-NV23-15680","","Mailing Equipment, Supplies and Maintenance (AZ, NASPO)","Quadient Inc.","","$10,801.50","Statewide Contracts","3PS - Sent","04/18/2023","05/14/2026"
"99SWC-NV23-15537","","Inmate Communications - NV PA","Viapath Technologies","","$0.00","Statewide Contracts","3PS - Sent","01/01/2023","12/31/2025"
"99SWC-NV23-15536","","Inmate Communications - NV PA","Keefe Supply Co.","","$0.00","Statewide Contracts","3PS - Sent","01/01/2023","12/31/2025"
"99SWC-NV23-15342","","Punchout Catalog","HB Workplaces LLC","","$1,552,843.90","Statewide Contracts","3PS - Sent","04/02/2023","01/21/2028"
"99SWC-NV23-15341","","Punchout Catalog","Staples Advantage","","$3,665,051.20","Statewide Contracts","3PS - Sent","04/02/2023","02/02/2029"
"99SWC-NV23-15340","","Punchout Catalog","ODP Business Solutions, LLC","","$1,840,546.11","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2027"
"99SWC-NV23-15248","","Public Administration Software and Services (Sourcewell / Hyland Software)","Naviant, Inc.","","$575,218.55","Statewide Contracts","3PS - Sent","03/29/2023","11/02/2025"
"99SWC-NV23-15157","","Ammunition","Salt Lake Wholesale Sports","","$502,678.48","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2026"
"99SWC-NV23-15156","","Ammunition","Dooley Enterprises, Inc.","","$16,513.74","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2026"
"99SWC-NV23-15155","","Ammunition","Miwall Corporation","","$1,162.76","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2026"
"99SWC-NV23-15154","","Ammunition","Proforce Law Enforcement","","$49,599.04","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2026"
"99SWC-NV23-15153","","Ammunition","Vertex Ammunition and Supply, LLC","","$0.00","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2026"
"99SWC-NV23-15152","","Ammunition","Copper Arms LLC","","$0.00","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2026"
"99SWC-NV23-15059","","Office Supplies (NASPO ValuePoint)","ODP Business Solutions, LLC","","$1,140.75","Statewide Contracts","3PS - Sent","04/01/2023","03/31/2027"
"99SWC-NV23-14750","","Facility MRO, Industrial, and Building-Related Supplies and Equipment (Sourcewell)","WESCO Distribution, Inc.","","$0.00","Statewide Contracts","3PS - Sent","03/07/2023","11/08/2026"
"99SWC-NV23-14681","","Public Safety Communications Technology and Hardware Solutions (Sourcewell)","Motorola Solutions Inc","","$0.00","Statewide Contracts","3PS - Sent","03/30/2023","06/23/2026"
"99SWC-NV23-14445","","Public Administration Software and Services (Sourcewell)","Hyland Software, Inc.","","$0.00","Statewide Contracts","3PS - Sent","03/06/2023","11/02/2025"
"99SWC-NV23-14368","","Punchout Catalog","Insight Public Sector, Inc.","","$2,281,971.45","Statewide Contracts","3PS - Sent","02/01/2023","04/27/2027"
"99SWC-NV23-14151","","Westfall Commercial Furniture, Inc. Furniture Orders","Westfall Commercial Furniture, Inc.","","$17,198,241.92","Statewide Contracts","3PS - Sent","01/26/2023","01/21/2028"
"99SWC-NV23-14149","","Reno Business Interiors Furniture Orders","Reno Business Interiors","","$2,443,187.20","Statewide Contracts","3PS - Sent","01/26/2023","01/21/2028"
"99SWC-NV23-14120","","Office Furniture and Related Services (NASPO ValuePoint-Utah)","Steelcase Inc.","","$0.00","Statewide Contracts","3PS - Sent","01/25/2023","01/21/2028"
"99SWC-NV23-14103","","Software Value Added Reseller (SVAR) (NASPO ValuePoint-Arizona)","Dell Marketing L.P, LLC dba Dell EMC","","$3,430.05","Statewide Contracts","3PS - Sent","01/27/2023","04/24/2027"
"99SWC-NV23-13781","","Henriksen Butler Furniture Orders","HB Workplaces LLC","","$1,771,951.33","Statewide Contracts","3PS - Sent","01/10/2023","01/21/2028"
"99SWC-NV23-13723","","Food Products and Distribution with Related Equipment, Supplies, and Services (OMNIA - Sourcewell)","US Foods, Inc.","","$0.00","Statewide Contracts","3PS - Sent","01/23/2023","06/30/2026"
"99SWC-NV23-13682","","Punchout Catalog","CDW Government, Inc.","","$36,029,449.47","Statewide Contracts","3PS - Sent","01/01/2023","04/24/2027"
"99SWC-NV23-13586","","Nevada State Highway Maps (Open Term Contract/OTC)","Advantage Color Graphics","","$386,341.46","Statewide Contracts","3PS - Sent","11/11/2022","12/31/2025"
"99SWC-NV23-13503","","Office Furniture and Related Services (NASPO ValuePoint-Utah)","The HON Company LLC","","$0.00","Statewide Contracts","3PS - Sent","01/26/2023","01/21/2028"
"99SWC-NV23-13498","","Office Furniture and Related Services (NASPO ValuePoint, Utah)","Herman Miller, Inc.","","$0.00","Statewide Contracts","3PS - Sent","01/22/2023","01/21/2028"
"99SWC-NV23-13496","","Office Furniture and Related Services (NASPO ValuePoint, Utah)","Exemplis LLC","","$0.00","Statewide Contracts","3PS - Sent","01/22/2023","01/21/2028"
"99SWC-NV23-13495","","Office Furniture and Related Services (NASPO ValuePoint-Utah)","Allsteel Inc.","","$0.00","Statewide Contracts","3PS - Sent","01/26/2023","01/21/2028"
"99SWC-NV23-13477","","Mailing Equipment, Supplies and Maintenance (AZ, NASPO)","BlueCrest","","$93,632.00","Statewide Contracts","3PS - Sent","11/14/2022","05/14/2026"
"99SWC-NV23-13358","","Cloud Solutions (NASPO ValuePoint - Utah)","8x8 Inc","","$3,213,059.09","Statewide Contracts","3PS - Sent","06/17/2022","09/15/2026"
"99SWC-NV23-13347","","Maintenance, Repair, Operating Supplies, Industrial Supplies/Related Products/Services (OMNIA)","The Home Depot","","$38.40","Statewide Contracts","3PS - Sent","11/01/2022","12/31/2026"
